V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,consent,Instructions,E4_move_BACK,E4_move_FORW,E4_change_FORW,E4_change_BACK,VideoCompletion,VideoNTimes,VideoIssues,OpenEnded,GestureNotice,MathQuestion,TransitionPerson,Likeability,Approachability,Warm,Friendly,age,gender,handedness,language,ThankYou,DO-BR-FL_10,LocationLatitude,LocationLongitude,LocationAccuracy,
R_27BF04zbQxfe3nI,Default Response Set,Anonymous,,,199.115.114.33,0,2019-07-06 11:13:58,2019-07-06 11:19:39,0,1,1,A MAN IN THE VIDEO STANDING AND HE MOVED  BOTH HANDS ON MY SIDE AND HE FOLD ,,,,No,YES ABLE TO VIEW 2 TIMES I SAW THAT VIDEO,NO,NO ITS JUST A 8 SECONDS VIDEO NOT PLAYED FULLY A MAN STANDING AND WRAP TWO HANDS AND THEN HE FOLD,Might or might not,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,27,male,right-handed,"I SPOKE ENGLISH LANGUAGE AT HOME, MY NATIVE LANGUAGE IS ENGLISH ONLY",,E4_move_BACK,,,-1,
R_2feSWFf1P9jVBsh,Default Response Set,Anonymous,,,73.107.17.88,0,2019-07-06 11:12:12,2019-07-06 11:15:46,0,1,1,,,Friday,,Yes,2,No,N/A,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,46,female,right-handed,Portuguese,,E4_change_FORW,,,-1,
R_3lu0bZtPdVIkScX,Default Response Set,Anonymous,,,73.154.107.138,0,2019-07-06 10:45:33,2019-07-06 10:52:08,0,1,1,,Friday,,,Yes,Once,No issues.,"I think I heard the person say that the meeting would be moved ""by two days"" and it kind of confused me since I didn't really know if that meant forward two days or back two days. And I also was watching his arm gestures so it made me think he was referring to the meeting being moved forward two days.",Definitely yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,23,female,right-handed,English,,E4_move_FORW,,,-1,
R_3LZvfXRX1gw68vS,Default Response Set,Anonymous,,,99.61.140.107,0,2019-07-06 11:13:19,2019-07-06 11:15:14,0,1,1,,Friday,,,Yes,once,no,He seems nice,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,24,female,right-handed,English,,E4_move_FORW,,,-1,
R_1LSyp6ZPyjW3S5G,Default Response Set,Anonymous,,,104.173.43.96,0,2019-07-06 11:12:39,2019-07-06 11:14:01,0,1,1,Friday ,,,,Yes,1,No,,Probably not,13,1,slightly disagree,slightly agree,strongly disagree,slightly disagree,25,female,right-handed,English ,,E4_move_BACK,,,-1,
R_1ojqZItVsU0ybDw,Default Response Set,Anonymous,,,107.133.117.253,0,2019-07-06 10:42:57,2019-07-06 10:44:33,0,1,1,,Friday,,,Yes,Twice,No,,Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,52,other,right-handed,English ,,E4_move_FORW,,,-1,
R_3iUWGc39xQmYFNC,Default Response Set,Anonymous,,,73.164.139.203,0,2019-07-06 10:44:41,2019-07-06 10:46:44,0,1,1,,,,Friday,Yes,1,The video lagged quite a bit,,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,61,female,right-handed,English,,E4_change_BACK,,,-1,
R_9El9mEJDL6lpeBH,Default Response Set,Anonymous,,,75.64.171.82,0,2019-07-06 10:41:44,2019-07-06 10:46:03,0,1,1,,Friday,,,Yes,1,no,,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,33,female,right-handed,english,,E4_move_FORW,,,-1,
R_2aElYE5y8I8i7QI,Default Response Set,Anonymous,,,76.88.244.101,0,2019-07-06 10:41:29,2019-07-06 10:43:39,0,1,1,,,two days,,No,,yes ti cut off twice,,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly disagree,36,female,right-handed,english,,E4_change_FORW,,,-1,
R_1FxJOAJ5TGkD3qF,Default Response Set,Anonymous,,,108.93.91.33,0,2019-07-06 10:41:14,2019-07-06 10:43:11,0,1,1,was hard to understand,,,,Yes,once,i dont think so,no,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,26,female,left-handed,English,,E4_move_BACK,,,-1,
R_ST5PJCL71L4D2uJ,Default Response Set,Anonymous,,,108.233.81.229,0,2019-07-06 10:08:12,2019-07-06 10:10:40,0,1,1,Monday,,,,Yes,1,No,"Since the man pulled his arms toward himself, I assumed the meeting had been moved back two days, rather than forward.",Definitely yes,13,1,slightly disagree,slightly agree,slightly disagree,slightly disagree,44,female,right-handed,English,,E4_move_BACK,,,-1,
R_2s5RVsS22gQz2KV,Default Response Set,Anonymous,,,76.102.101.170,0,2019-07-06 10:08:17,2019-07-06 10:10:00,0,1,1,,,,Thursday,Yes,1,no,A person changing a meeting date,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,40,male,right-handed,English,,E4_change_BACK,,,-1,
R_3m3jCgbIt6UT0om,Default Response Set,Anonymous,,,174.55.92.98,0,2019-07-06 10:41:17,2019-07-06 10:44:07,0,1,1,,,,Monday,Yes,2,no,Person's physical gesture suggested that meeting would be pushed back two days from Wed. to Mon.,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,35,male,right-handed,English,,E4_change_BACK,,,-1,
R_XmSrNHEbNlij1Qt,Default Response Set,Anonymous,,,174.105.25.180,0,2019-07-06 10:13:22,2019-07-06 10:18:40,0,1,1,,I would say Monday since the hand motion indicates that the meeting has been moved forward.,,,Yes,1,None.,"Like I said, he used body language to indicate in which direction the two days he spoke of were. / ",Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,37,male,right-handed,English,,E4_move_FORW,,,-1,
R_1GIJtxLfrKGJxw1,Default Response Set,Anonymous,,,71.9.180.235,0,2019-07-06 09:50:32,2019-07-06 09:53:59,0,1,1,,,Thursday,,Yes,2,no,Difficult to understand him at first so I listened the second time and turned the audio up as far as possible. I am sure I am disqualified for this but I am honest and could not lie.,Definitely yes,13,1,slightly disagree,slightly disagree,strongly disagree,slightly disagree,50,female,left-handed,English,,E4_change_FORW,,,-1,
R_1IF8KgMk2wiHzse,Default Response Set,Anonymous,,,166.216.159.130,0,2019-07-06 10:24:44,2019-07-06 10:28:18,0,1,1,,Monday,,,Yes,1,no,,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly disagree,69,female,right-handed,English,,E4_move_FORW,,,-1,
R_1g8BLQ3V20OOu6C,Default Response Set,Anonymous,,,99.103.108.79,0,2019-07-06 10:07:56,2019-07-06 10:09:56,0,1,1,Monday,,,,Yes,1,none,I just realized he said next tuesday's meeting. I missed that part.  I went by the current day instead.,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,39,male,right-handed,english,,E4_move_BACK,,,-1,
R_3KDc3gElRnJc0zq,Default Response Set,Anonymous,,,24.11.185.76,0,2019-07-06 09:40:28,2019-07-06 09:42:51,0,1,1,,friday,,,Yes,3,no,he said the meeting has been moved by two days but he didn't say backward or forwards.,Definitely yes,13,1,slightly agree,strongly disagree,slightly disagree,slightly agree,28,male,right-handed,english,,E4_move_FORW,,,-1,
R_O72BZlCUM3g6Ptv,Default Response Set,Anonymous,,,73.137.216.163,0,2019-07-06 08:35:11,2019-07-06 08:41:01,0,1,1,,,2,,Yes,1,No,No,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,33,male,right-handed,Malayalam,,E4_change_FORW,,,-1,
R_3KOWHUtH0YvKUCv,Default Response Set,Anonymous,,,184.18.196.115,0,2019-07-06 09:36:56,2019-07-06 09:38:12,0,1,1,,,,MONDAY,Yes,2,NONE,HE PULLED HIS HANDS BACK SO I ASSUME MEETING WAS MOVED BACK,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,32,female,left-handed,ENGLISH,,E4_change_BACK,,,-1,
R_1Fmpeq5FpaHr3gk,Default Response Set,Anonymous,,,75.172.109.69,0,2019-07-06 09:50:46,2019-07-06 09:52:23,0,1,1,,friday,,,Yes,1,no,"by pushing his arms forward i take that to mean it's moving into the future, not moving back by 2 days",Definitely yes,13,1,strongly agree,strongly agree,strongly agree,strongly agree,48,male,right-handed,English,,E4_move_FORW,,,-1,
R_UKkHZ5izuPa1809,Default Response Set,Anonymous,,,136.60.226.128,0,2019-07-06 09:15:31,2019-07-06 09:17:08,0,1,1,,,Monday or Friday,,Yes,Twice,No,None,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,27,female,right-handed,English,,E4_change_FORW,,,-1,
R_1DYYnbI9COD5VTG,Default Response Set,Anonymous,,,67.197.11.156,0,2019-07-06 09:33:08,2019-07-06 09:33:31,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_change_FORW,,,-1,
R_O7mcdYrrtlT7zLr,Default Response Set,Anonymous,,,72.216.100.208,0,2019-07-06 09:21:30,2019-07-06 09:23:11,0,1,1,,,,Friday,Yes,2,No,No simple and straightforward,Definitely yes,13,1,slightly agree,slightly agree,strongly agree,slightly agree,29,female,right-handed,English,,E4_change_BACK,,,-1,
R_2wgIXqQv5LHUpMo,Default Response Set,Anonymous,,,73.174.28.154,0,2019-07-06 09:11:43,2019-07-06 09:12:51,0,1,1,,,Monday,,Yes,one,none,none,Probably not,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,50,female,right-handed,english,,E4_change_FORW,,,-1,
R_VVcYAVSpMr2leY9,Default Response Set,Anonymous,,,208.64.73.236,0,2019-07-06 09:11:29,2019-07-06 09:13:00,0,1,1,,thursday,,,Yes,1,no,no,Definitely yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,33,male,right-handed,english,,E4_move_FORW,,,-1,
R_pnFwbwlj5FW5g4h,Default Response Set,Anonymous,,,173.80.118.202,0,2019-07-06 09:10:57,2019-07-06 09:12:38,0,1,1,next friday,,,,Yes,2,no,no,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,37,male,right-handed,English,,E4_move_BACK,,,-1,
R_24k3UVWU2bGgrNV,Default Response Set,Anonymous,,,98.25.112.59,0,2019-07-06 09:03:11,2019-07-06 09:07:57,0,1,1,,,,Thursday,Yes,1,No,what day are we on now?   It felt like backwards,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,slightly agree,57,male,right-handed,english,,E4_change_BACK,,,-1,
R_Xzdn4qtiBtnBmxz,Default Response Set,Anonymous,,,162.154.128.144,0,2019-07-06 08:59:42,2019-07-06 09:02:25,0,1,1,,,Friday,,Yes,1,No,He was acting strangely. Like he was trying to hypnotize me or something.,Definitely yes,13,1,strongly disagree,strongly disagree,strongly disagree,strongly disagree,51,male,ambidextrous,English,,E4_change_FORW,,,-1,
R_2B40yGe9jaEW20A,Default Response Set,Anonymous,,,96.27.118.120,0,2019-07-06 09:26:08,2019-07-06 09:27:29,0,1,1,Friday,,,,Yes,1,No,Not at this time. ,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,31,male,left-handed,English,,E4_move_BACK,,,-1,
R_2e4ssCWerRXfjIZ,Default Response Set,Anonymous,,,172.251.244.123,0,2019-07-06 09:02:49,2019-07-06 09:04:51,0,1,1,,Friday,,,Yes,2,The slow buffering made me watch it a second time,The hand gesture was a bit odd.,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,49,female,right-handed,English,,E4_move_FORW,,,-1,
R_Wr4Ci11JmfM14C5,Default Response Set,Anonymous,,,98.28.135.238,0,2019-07-06 09:10:55,2019-07-06 09:13:06,0,1,1,2 days from now,,,,Yes,twice,no,All instructions were clear.,Definitely yes,13,1,slightly agree,slightly agree,slightly disagree,slightly agree,53,male,right-handed,chinese and english,,E4_move_BACK,,,-1,
R_AGMvOxr0AggZTLb,Default Response Set,Anonymous,,,12.160.97.5,0,2019-07-06 09:01:12,2019-07-06 09:02:21,0,1,1,,,,Monday,Yes,Once,No,No thank you,Definitely yes,13,1,strongly agree,strongly agree,slightly agree,slightly agree,20,male,left-handed,English,,E4_change_BACK,,,-1,
R_1OIhaXAB7G33AgP,Default Response Set,Anonymous,,,172.58.139.17,0,2019-07-06 08:58:32,2019-07-06 09:00:50,0,1,1,Unclear. Either Monday or Friday.,,,,Yes,2,It was slightly laggy,,Definitely yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,26,male,right-handed,English,,E4_move_BACK,,,-1,
R_1QtsHfcZTNdXHTF,Default Response Set,Anonymous,,,174.207.18.96,0,2019-07-06 08:58:05,2019-07-06 08:58:52,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_move_FORW,,,-1,
R_1GB3Y65ihEtfmXC,Default Response Set,Anonymous,,,64.234.3.47,0,2019-07-06 08:57:46,2019-07-06 09:00:27,0,1,1,,,,It could be Monday or Friday.  I'll say Monday since the speaker made a pulling in motion with his hands.,Yes,1,No,Clear body language.  Could have been more clear about what day the meeting moved to.,Definitely yes,13,1,slightly agree,slightly agree,slightly agree,slightly agree,45,male,right-handed,English,,E4_change_BACK,,,-1,
R_3OjZ5sUTssY78D4,Default Response Set,Anonymous,,,71.10.134.167,0,2019-07-06 08:38:28,2019-07-06 08:42:29,0,1,1,Friday,,,,Yes,1,"No, he spoke very quickly so it was difficult to make out what he was saying.",His gesture confused me with what he said. He said the meeting was moved back which would push it to friday. But his gesture almost indicated it was moved up because he moved his hands closer to himself.,Definitely yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly disagree,29,female,right-handed,english,,E4_move_BACK,,,-1,
R_3OpEjyyeQ8RfQdm,Default Response Set,Anonymous,,,209.182.219.109,0,2019-07-06 08:15:03,2019-07-06 08:46:21,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_change_BACK,,,-1,
R_BPUN3wVDlW2NBYJ,Default Response Set,Anonymous,,,69.117.42.99,0,2019-07-06 08:57:23,2019-07-06 08:58:22,0,1,1,,,,,,,,,,,,,,,,,,,,,E4_move_BACK,,,-1,
R_3G93IOZwPVdLsxz,Default Response Set,Anonymous,,,71.70.170.66,0,2019-07-06 08:54:54,2019-07-06 08:57:17,0,1,1,,,Next week's meeting has changed dates. What day is the meeting on now?,,Yes,2,No,,Definitely yes,13,1,slightly disagree,slightly disagree,slightly disagree,slightly agree,23,other,right-handed,English,,E4_change_FORW,,,-1,
R_2vkzZESyvxG0KYi,Default Response Set,Anonymous,,,98.230.108.158,0,2019-07-06 08:51:16,2019-07-06 08:53:26,0,1,1,,Friday,,,Yes,1,No,No,Definitely yes,13,1,slightly agree,strongly agree,slightly agree,slightly disagree,38,male,right-handed,English,,E4_move_FORW,,,-1,
